 -140.7 9.300000000000001
 -72.90000000000001 -92.59999999999999
 -39.8 52.6
 283.6 -14.9
 -88.8 20.3
 78.3 -31.9
 184.3 12.1
 -43.9 113.4
 28.7 5.5
 -62.7 -24.1
 -126.1 -49.7
